fact_id,content_id,platform_id,viewer_id,watch_date,watch_time_minutes,user_rating,playback_audio_lang_id,subtitle_lang_setting
31839,CNT0487,3,VWR0348,2025-06-14,79,3.8,20,110
31840,CNT0306,1,VWR2512,2024-01-25,295,4.6,60,None
31841,CNT1063,3,VWR2822,2025-12-07,67,4.2,60,None
31842,CNT1014,1,VWR0273,2024-08-09,143,3.8,50,10
31843,CNT0018,2,VWR2855,2026-03-03,298,3.4,10,None
31844,CNT0324,2,VWR1852,2026-05-24,484,3.5,30,None
31845,CNT1415,1,VWR3154,2025-09-25,62,3.9,100,None
31846,CNT1162,2,VWR4332,2025-08-13,618,4.1,10,None
31847,CNT0010,1,VWR4755,2025-02-19,362,5.0,10,100
31848,CNT1090,4,VWR2773,2026-03-21,194,2.9,110,10
31849,CNT0037,5,VWR3274,2025-02-24,513,4.1,10,None
31850,CNT0412,3,VWR3659,2025-03-18,81,3.7,40,None
31851,CNT0345,3,VWR3976,2025-01-16,71,3.7,30,None
31852,CNT0751,3,VWR0692,2024-09-17,583,3.2,10,None
31853,CNT0042,1,VWR2683,2025-07-25,168,4.8,100,None
31854,CNT0569,2,VWR2128,2024-10-16,198,4.2,10,None
31855,CNT1362,2,VWR4058,2025-01-31,458,2.7,10,None
31856,CNT1083,5,VWR0172,2024-09-16,151,2.0,30,None
31857,CNT0083,3,VWR0593,2025-02-27,84,2.7,10,None
31858,CNT0343,2,VWR4001,2025-11-16,162,2.7,10,None
31859,CNT0584,5,VWR2688,2024-02-07,114,2.9,40,None
31860,CNT1270,1,VWR4803,2025-04-09,77,3.3,80,40
31861,CNT1331,5,VWR1775,2025-01-24,117,4.5,40,70
31862,CNT0475,1,VWR0052,2026-04-28,83,4.1,10,None
31863,CNT0281,5,VWR1429,2026-03-02,108,3.2,20,None
31864,CNT1129,3,VWR3413,2025-05-08,86,4.0,60,None
31865,CNT0833,1,VWR2407,2024-02-26,523,3.6,10,40
31866,CNT1231,1,VWR1432,2025-10-12,352,3.6,60,None
31867,CNT1241,5,VWR1607,2026-03-20,540,4.1,20,None
31868,CNT1483,4,VWR1268,2025-12-31,274,3.8,10,40
31869,CNT0456,4,VWR0706,2026-02-15,274,5.0,100,None
31870,CNT1245,3,VWR1731,2024-05-10,91,4.6,80,None
31871,CNT1369,5,VWR3475,2024-04-12,80,2.8,70,90
31872,CNT0262,2,VWR4841,2025-05-12,278,3.2,30,40
31873,CNT0677,5,VWR3079,2025-02-17,677,4.1,90,60
31874,CNT1281,2,VWR1242,2025-10-23,580,4.1,40,None
31875,CNT1340,3,VWR2493,2024-10-10,56,3.0,120,None
31876,CNT0148,5,VWR2052,2024-03-23,272,4.5,10,100
31877,CNT1476,2,VWR2925,2024-11-26,465,2.8,80,20
31878,CNT1107,5,VWR3367,2024-05-19,646,2.6,80,None
31879,CNT0126,5,VWR4562,2026-04-27,99,4.2,10,80
31880,CNT0254,1,VWR0981,2024-04-04,125,3.4,80,None
31881,CNT1046,4,VWR0617,2026-04-24,141,3.3,10,None
31882,CNT0160,4,VWR0324,2026-01-11,76,3.5,110,None
31883,CNT0448,5,VWR2587,2024-11-05,279,3.2,40,None
31884,CNT0453,5,VWR4565,2025-06-18,112,3.6,70,None
31885,CNT1478,1,VWR4397,2024-11-27,72,5.0,10,80
31886,CNT1054,5,VWR4893,2025-08-15,151,4.9,10,None
31887,CNT0384,3,VWR1397,2025-12-27,242,3.6,120,None
31888,CNT0717,5,VWR3618,2026-02-20,527,4.6,30,120
31889,CNT1341,3,VWR3069,2025-04-09,132,4.6,80,None
31890,CNT1324,1,VWR2210,2024-01-25,104,3.2,40,60
31891,CNT0291,1,VWR3352,2024-04-06,137,4.9,90,40
31892,CNT0049,2,VWR4627,2024-04-25,148,4.6,70,60
31893,CNT1230,1,VWR1061,2024-08-19,119,3.7,10,None
31894,CNT0947,3,VWR4628,2025-05-18,446,4.3,50,10
31895,CNT1466,2,VWR0364,2024-07-18,105,3.7,100,40
31896,CNT1341,2,VWR0226,2025-07-12,102,5.0,90,None
31897,CNT0669,5,VWR1744,2025-05-15,104,3.9,120,None
31898,CNT1068,2,VWR3497,2025-08-25,82,3.1,10,None
31899,CNT0672,4,VWR0421,2025-12-08,112,2.8,60,80
31900,CNT0191,5,VWR0756,2024-03-01,123,4.4,10,None
31901,CNT1373,5,VWR2368,2025-01-12,208,5.0,10,None
31902,CNT0785,1,VWR0332,2025-08-06,90,2.8,10,None
31903,CNT0344,5,VWR3085,2024-02-29,112,4.6,10,30
31904,CNT0680,1,VWR3172,2026-05-24,75,4.7,40,None
31905,CNT1199,2,VWR0790,2024-05-11,121,4.3,40,70
31906,CNT0229,1,VWR1854,2024-01-28,80,3.8,90,None
31907,CNT1318,1,VWR2128,2025-03-18,85,4.5,10,None
31908,CNT1489,2,VWR1731,2025-02-02,146,3.7,80,None
31909,CNT1006,5,VWR4417,2026-03-18,116,4.4,40,50
31910,CNT1188,3,VWR4650,2025-06-03,83,2.7,10,None
31911,CNT0511,4,VWR0156,2026-03-19,172,1.9,60,None
31912,CNT1402,1,VWR3717,2025-04-07,96,3.6,10,None
31913,CNT0304,5,VWR4254,2024-08-29,64,3.4,60,None
31914,CNT1421,5,VWR3793,2024-10-25,83,3.5,20,None
31915,CNT1041,3,VWR2984,2024-03-22,94,2.9,60,10
31916,CNT0920,4,VWR3832,2024-05-10,603,4.1,10,None
31917,CNT0931,5,VWR2874,2024-12-20,229,3.5,10,None
31918,CNT0175,4,VWR1665,2026-02-28,76,2.2,10,90
31919,CNT1315,3,VWR0864,2024-09-06,47,3.1,70,None
31920,CNT0244,4,VWR2644,2025-11-06,595,3.0,120,None
31921,CNT0533,1,VWR3469,2024-07-28,132,3.9,60,None
31922,CNT0791,5,VWR3251,2024-08-22,408,4.4,40,None
31923,CNT0930,2,VWR3032,2026-01-24,123,3.7,10,110
31924,CNT0155,4,VWR4472,2024-04-03,117,2.1,90,20
31925,CNT0799,5,VWR4513,2024-09-27,107,3.2,30,None
31926,CNT0761,3,VWR4306,2024-10-05,389,2.6,80,20
31927,CNT0065,5,VWR2748,2025-08-24,97,5.0,70,120
31928,CNT0471,2,VWR1256,2026-02-03,115,4.1,10,None
31929,CNT0957,1,VWR3413,2025-07-22,86,4.9,10,60
31930,CNT0516,1,VWR4521,2025-02-09,109,3.4,20,None
31931,CNT0017,3,VWR4931,2026-02-08,93,3.4,10,None
31932,CNT0850,5,VWR1203,2025-08-26,78,3.8,40,None
31933,CNT1093,2,VWR1942,2025-11-20,97,3.9,20,None
31934,CNT0665,4,VWR3389,2024-09-08,466,3.6,30,None
31935,CNT0717,5,VWR3633,2025-08-05,587,2.7,10,None
31936,CNT0456,5,VWR2482,2025-12-11,346,4.0,50,10
31937,CNT1353,1,VWR3447,2024-07-14,565,3.4,40,None
31938,CNT0632,3,VWR1768,2024-04-14,253,5.0,40,70
31939,CNT0034,5,VWR1695,2025-07-22,641,2.6,30,None
31940,CNT1232,5,VWR2416,2026-01-30,73,4.2,80,10
31941,CNT0912,2,VWR3842,2025-05-17,111,4.0,80,None
31942,CNT1257,4,VWR3739,2024-11-30,141,3.4,10,50
31943,CNT1166,4,VWR0828,2025-12-24,203,4.9,10,None
31944,CNT1145,4,VWR3408,2024-01-03,573,2.3,40,None
31945,CNT0920,2,VWR2418,2024-11-04,566,3.5,10,None
31946,CNT0317,5,VWR2901,2025-07-12,103,4.6,60,70
31947,CNT1053,4,VWR4628,2026-05-22,72,4.6,100,10
31948,CNT0045,2,VWR2176,2024-06-17,99,3.2,30,None
31949,CNT0753,3,VWR0080,2024-04-11,74,5.0,100,None
31950,CNT0851,3,VWR4718,2024-05-02,136,4.2,60,120
31951,CNT0744,5,VWR3151,2026-03-17,127,4.3,40,None
31952,CNT0861,1,VWR2909,2024-12-25,141,3.7,40,None
31953,CNT0343,4,VWR3547,2025-10-27,147,4.4,30,None
31954,CNT0977,2,VWR0057,2024-08-28,453,5.0,60,None
31955,CNT0044,3,VWR3679,2024-12-09,136,3.1,20,None
31956,CNT0002,4,VWR3564,2026-01-10,787,2.7,60,70
31957,CNT0376,3,VWR3558,2026-05-12,284,3.0,50,100
31958,CNT1139,4,VWR0728,2024-12-10,614,3.9,10,None
31959,CNT0039,4,VWR4636,2026-03-14,349,3.6,50,110
31960,CNT0578,4,VWR3403,2024-03-03,234,3.7,40,None
31961,CNT0345,4,VWR0618,2024-02-21,69,2.4,10,70
31962,CNT0331,4,VWR1565,2025-03-22,87,3.7,10,None
31963,CNT0985,3,VWR1777,2025-09-22,122,5.0,10,None
31964,CNT0969,3,VWR0851,2024-01-25,80,2.8,40,120
31965,CNT0719,1,VWR2312,2024-08-02,110,3.9,10,100
31966,CNT1305,5,VWR1131,2024-02-04,84,3.6,60,None
31967,CNT1291,3,VWR3271,2026-04-06,150,3.4,50,None
31968,CNT0950,1,VWR3753,2025-12-03,185,5.0,10,None
31969,CNT0656,1,VWR4369,2024-04-15,555,3.2,50,None
31970,CNT0846,2,VWR0290,2024-04-26,62,4.4,100,10
31971,CNT0543,2,VWR1106,2025-03-18,79,4.0,10,None
31972,CNT0705,4,VWR0828,2025-10-19,412,3.4,10,None
31973,CNT0949,3,VWR4879,2024-04-22,169,4.6,10,None
31974,CNT0462,4,VWR3941,2025-04-23,84,3.8,30,None
31975,CNT1388,1,VWR3376,2025-01-16,281,3.1,80,30
31976,CNT0233,1,VWR2153,2026-01-07,138,2.1,90,None
31977,CNT1257,2,VWR4183,2024-04-07,154,4.9,10,None
31978,CNT1307,4,VWR3575,2024-04-22,565,3.3,10,None
31979,CNT0047,4,VWR2366,2024-03-05,665,3.7,10,None
31980,CNT0441,4,VWR2900,2024-03-19,117,3.8,10,None
31981,CNT0084,1,VWR3830,2024-12-16,128,4.1,50,None
31982,CNT1099,5,VWR0684,2025-01-06,518,3.2,10,None
31983,CNT0533,2,VWR0725,2024-04-14,123,4.0,10,None
31984,CNT0149,5,VWR4861,2026-04-25,68,3.3,10,20
31985,CNT0049,2,VWR4333,2026-03-06,132,3.8,10,None
31986,CNT0949,3,VWR0491,2025-12-05,210,3.8,70,30
31987,CNT0973,1,VWR0487,2026-02-04,570,3.0,10,None
31988,CNT0566,1,VWR2142,2025-12-19,284,3.8,10,80
31989,CNT0939,1,VWR3787,2026-05-19,222,4.6,20,None
31990,CNT1300,1,VWR2283,2024-06-11,313,3.5,120,20
31991,CNT0486,1,VWR4958,2026-02-06,71,3.9,40,None
31992,CNT0179,3,VWR3232,2025-07-30,611,2.1,90,40
31993,CNT1451,1,VWR1164,2025-05-08,407,4.2,60,50
31994,CNT1305,3,VWR3191,2026-03-08,119,3.3,80,100
31995,CNT0091,2,VWR1964,2025-10-17,77,3.3,60,None
31996,CNT0834,2,VWR0485,2025-12-18,61,4.8,80,None
31997,CNT0155,1,VWR3420,2025-10-20,142,5.0,30,None
31998,CNT0341,3,VWR2382,2025-10-06,346,3.5,90,None
31999,CNT1361,1,VWR4994,2025-05-11,150,3.5,30,10
32000,CNT0786,5,VWR4800,2024-07-19,160,4.8,50,80
32001,CNT1391,2,VWR1381,2024-06-10,79,2.9,10,None
32002,CNT0637,5,VWR0304,2025-09-20,94,3.0,40,None
32003,CNT0845,5,VWR4784,2025-01-08,42,3.6,70,None
32004,CNT0004,1,VWR1172,2025-11-16,54,4.5,20,None
32005,CNT0555,4,VWR4330,2026-02-06,106,2.9,90,None
32006,CNT0763,1,VWR4652,2024-01-31,86,3.0,60,40
32007,CNT1328,4,VWR3734,2026-04-18,242,4.4,80,None
32008,CNT0782,1,VWR2236,2026-01-15,74,3.2,120,None
32009,CNT1005,3,VWR1828,2025-09-25,113,3.6,40,None
32010,CNT1281,5,VWR4155,2025-06-05,699,4.1,80,None
32011,CNT0464,1,VWR4024,2024-01-26,233,5.0,120,None
32012,CNT0804,4,VWR4629,2025-02-03,362,3.1,20,None
32013,CNT0437,1,VWR1234,2025-11-24,87,2.7,110,None
32014,CNT1080,5,VWR4089,2026-03-31,501,4.7,90,None
32015,CNT1084,4,VWR0466,2026-02-19,85,4.6,60,40
32016,CNT1308,5,VWR0822,2025-06-02,79,3.6,110,None
32017,CNT0909,1,VWR1907,2024-12-19,96,2.8,100,None
32018,CNT1352,3,VWR3357,2026-01-21,107,3.8,70,None
32019,CNT0377,2,VWR2039,2025-08-17,49,3.5,40,None
32020,CNT0917,3,VWR1790,2024-08-01,139,3.1,110,None
32021,CNT0361,1,VWR2787,2024-05-14,85,3.8,10,None
32022,CNT1039,5,VWR3559,2025-03-08,372,4.1,90,10
32023,CNT0948,3,VWR3977,2026-04-26,136,4.4,30,None
32024,CNT1163,5,VWR3876,2025-02-15,84,5.0,10,None
32025,CNT0746,3,VWR0418,2025-10-26,183,3.4,100,10
32026,CNT0136,1,VWR0485,2024-03-20,75,3.4,80,None
32027,CNT1277,4,VWR1955,2026-01-23,222,2.6,30,40
32028,CNT1330,5,VWR2121,2025-10-26,100,3.4,10,None
32029,CNT0970,1,VWR4526,2025-02-24,110,3.0,10,None
32030,CNT0951,4,VWR2273,2025-07-16,114,3.8,30,None
32031,CNT0775,4,VWR0619,2024-04-20,69,2.9,10,None
32032,CNT1350,2,VWR3946,2026-05-26,667,2.7,10,None
32033,CNT0897,5,VWR2681,2025-09-18,313,4.1,50,None
32034,CNT1088,5,VWR1544,2026-05-23,92,3.8,80,None
32035,CNT0501,4,VWR1581,2025-06-26,464,2.9,10,40
32036,CNT1125,3,VWR1749,2024-06-16,92,3.1,10,None
32037,CNT0663,2,VWR4580,2025-01-19,271,3.5,80,None
32038,CNT1077,5,VWR1343,2024-08-18,109,2.8,10,None
32039,CNT1088,5,VWR4057,2024-03-04,104,3.1,30,60
32040,CNT0697,4,VWR1039,2024-06-26,110,2.8,60,None
32041,CNT1284,1,VWR2792,2024-11-30,571,3.7,10,None
32042,CNT1478,2,VWR2227,2024-04-20,45,4.3,60,None
32043,CNT0297,3,VWR0398,2026-02-24,100,3.5,120,None
32044,CNT0616,2,VWR2177,2024-08-16,578,4.1,40,90
32045,CNT0878,2,VWR2340,2025-05-19,116,4.0,50,120
32046,CNT0932,4,VWR1700,2025-12-13,107,4.5,10,None
32047,CNT0553,4,VWR4850,2025-04-19,138,3.8,50,120
32048,CNT0797,5,VWR3787,2025-08-21,130,2.5,20,None
32049,CNT0803,3,VWR4697,2024-04-06,153,5.0,10,None
32050,CNT0647,1,VWR0406,2024-04-04,132,4.0,10,None
32051,CNT0569,1,VWR2540,2025-11-20,205,4.1,40,None
32052,CNT0372,4,VWR2253,2024-10-24,108,3.6,10,None
32053,CNT0626,5,VWR2647,2024-04-20,152,4.4,10,120
32054,CNT0888,1,VWR3997,2025-02-01,357,3.8,10,100
32055,CNT1289,2,VWR4943,2024-12-07,98,4.2,10,None
32056,CNT1419,2,VWR1302,2026-04-11,532,5.0,120,40
32057,CNT0321,3,VWR1642,2024-02-23,121,3.4,10,None
32058,CNT0271,5,VWR4519,2025-05-16,115,2.5,20,None
32059,CNT1167,3,VWR1795,2024-09-04,93,2.8,30,None
32060,CNT0815,1,VWR2896,2025-08-17,69,2.7,50,None
32061,CNT1107,1,VWR1003,2026-03-05,483,3.8,80,10
32062,CNT1483,2,VWR3073,2024-09-14,541,2.7,10,None
32063,CNT1260,1,VWR2709,2024-03-13,432,4.8,10,None
32064,CNT0730,2,VWR2183,2025-02-10,106,3.4,70,None
32065,CNT1421,2,VWR3292,2025-04-27,84,4.0,90,None
32066,CNT1175,2,VWR1466,2026-02-27,97,5.0,90,None
32067,CNT1259,5,VWR0911,2026-02-18,579,2.5,60,None
32068,CNT0487,3,VWR4547,2025-08-02,124,4.6,60,None
32069,CNT1136,2,VWR0399,2024-04-20,75,4.0,60,None
32070,CNT0372,4,VWR1044,2026-01-18,82,3.9,120,None
32071,CNT1137,2,VWR2247,2024-04-17,56,4.5,10,None
32072,CNT0518,5,VWR1532,2026-04-18,206,4.0,120,40
32073,CNT0428,4,VWR3687,2024-03-05,131,4.2,60,None
32074,CNT1440,4,VWR2534,2025-09-16,350,2.1,90,None
32075,CNT1200,4,VWR2339,2025-05-11,360,3.4,10,None
32076,CNT0387,4,VWR2323,2025-12-21,99,4.4,10,None
32077,CNT0773,5,VWR1373,2025-12-20,84,3.2,70,None
32078,CNT1354,1,VWR2432,2026-01-08,123,3.9,10,None
32079,CNT0215,1,VWR4908,2024-05-03,108,4.4,10,None
32080,CNT1167,2,VWR4819,2026-04-09,107,2.9,10,None
32081,CNT1299,2,VWR4911,2026-05-18,106,4.1,80,None
32082,CNT1179,1,VWR4898,2024-04-01,451,4.0,50,None
32083,CNT0630,2,VWR0748,2025-06-23,148,2.6,100,None
32084,CNT0921,4,VWR2406,2026-05-05,127,2.0,50,None
32085,CNT1389,3,VWR1862,2025-05-12,80,4.5,40,100
32086,CNT0451,4,VWR2881,2025-09-03,483,4.8,10,90
32087,CNT0109,5,VWR4897,2025-08-20,91,3.4,20,None
32088,CNT0231,5,VWR1441,2024-02-16,124,4.3,70,None
32089,CNT0934,4,VWR2382,2024-09-26,61,4.4,10,90
32090,CNT0275,1,VWR1142,2024-12-12,80,3.5,40,90
32091,CNT1050,2,VWR4562,2024-06-21,112,4.4,80,None
32092,CNT0416,3,VWR1273,2024-12-06,259,2.6,10,None
32093,CNT1044,5,VWR3488,2025-03-08,107,3.8,30,None
32094,CNT1213,3,VWR2974,2026-01-31,581,3.3,10,70
32095,CNT0694,3,VWR0245,2025-07-15,302,2.4,30,10
32096,CNT1202,1,VWR2519,2025-08-15,550,3.2,30,10
32097,CNT0978,3,VWR0247,2024-01-05,304,4.2,100,None
32098,CNT1177,2,VWR3395,2025-05-27,126,4.1,80,70
32099,CNT1177,1,VWR2075,2024-08-18,119,3.3,80,30
32100,CNT0491,1,VWR2723,2026-05-01,126,3.1,10,100
32101,CNT0555,1,VWR1700,2025-10-27,97,5.0,30,10
32102,CNT0980,1,VWR0922,2024-02-09,77,4.2,30,None
32103,CNT1467,3,VWR1918,2026-06-01,704,3.2,10,None
32104,CNT0044,3,VWR0421,2025-02-23,107,4.1,80,None
32105,CNT1020,5,VWR0815,2025-03-28,314,3.1,10,None
32106,CNT1376,3,VWR4566,2025-05-23,113,2.7,10,None
32107,CNT0289,4,VWR0852,2024-06-07,198,3.9,50,10
32108,CNT0207,1,VWR1273,2025-02-21,303,3.3,10,None
32109,CNT0032,1,VWR0780,2026-05-22,114,3.1,30,100
32110,CNT1118,4,VWR2398,2024-07-03,64,4.2,10,None
32111,CNT0194,1,VWR4539,2024-05-14,128,2.9,60,None
32112,CNT1276,3,VWR1229,2024-07-16,96,4.1,50,None
32113,CNT0020,2,VWR2671,2025-11-22,667,3.7,80,None
32114,CNT0648,4,VWR1093,2025-04-29,68,3.5,40,None
32115,CNT0246,5,VWR2863,2025-06-22,149,3.9,100,None
32116,CNT1231,4,VWR1938,2025-10-30,332,3.9,10,None
32117,CNT0059,1,VWR0391,2026-03-16,137,3.7,10,None
32118,CNT1014,5,VWR2129,2024-08-11,115,4.5,100,None
32119,CNT0534,2,VWR0373,2024-02-06,483,4.3,10,None
32120,CNT0950,2,VWR2345,2026-02-10,280,3.8,60,None
32121,CNT0086,1,VWR0061,2025-02-14,123,3.4,30,None
32122,CNT0592,3,VWR3681,2024-01-02,124,3.2,50,30
32123,CNT0994,2,VWR0229,2024-08-12,90,5.0,60,None
32124,CNT0606,3,VWR3055,2026-01-21,227,4.0,10,None
32125,CNT1132,4,VWR0483,2024-01-30,561,3.6,10,80
32126,CNT0856,4,VWR2075,2024-10-27,76,2.4,30,None
32127,CNT1011,5,VWR4377,2026-03-19,64,4.1,80,60
32128,CNT1460,5,VWR3966,2025-05-23,102,3.4,60,100
32129,CNT1353,2,VWR0780,2025-11-09,657,3.5,100,None
32130,CNT1352,2,VWR1311,2024-01-04,75,4.6,10,None
32131,CNT1402,1,VWR4632,2026-05-02,58,3.6,40,None
32132,CNT0277,1,VWR1636,2024-04-07,388,3.9,40,None
32133,CNT0596,4,VWR1046,2024-06-13,571,3.1,10,None
32134,CNT0199,3,VWR1923,2025-08-07,218,2.3,10,None
32135,CNT0083,5,VWR4163,2024-01-23,103,3.4,50,40
32136,CNT1166,4,VWR2940,2024-06-29,270,3.9,120,90
32137,CNT1369,2,VWR0029,2026-04-15,89,3.2,70,80
32138,CNT0751,1,VWR0934,2024-02-24,704,3.5,90,None
32139,CNT0374,4,VWR2693,2025-10-07,72,3.8,50,None
32140,CNT0068,4,VWR0212,2024-05-11,138,2.2,100,None
32141,CNT0346,5,VWR2953,2025-11-26,116,3.8,20,None
32142,CNT0282,4,VWR3101,2024-06-23,198,5.0,110,None
32143,CNT1252,1,VWR2424,2025-12-19,136,2.6,70,None
32144,CNT0623,4,VWR1465,2024-03-04,56,4.2,10,None
32145,CNT0416,5,VWR4856,2025-06-03,251,4.1,100,None
32146,CNT0147,2,VWR4654,2026-02-13,79,2.9,10,60
32147,CNT0204,2,VWR4061,2025-05-23,76,3.2,50,None
32148,CNT0645,3,VWR4860,2025-02-18,127,3.1,50,20
32149,CNT0268,1,VWR4114,2026-04-17,459,3.8,10,None
32150,CNT0854,2,VWR4233,2025-06-22,427,4.2,10,None
32151,CNT1424,2,VWR2589,2025-01-28,124,3.8,10,40
32152,CNT1213,2,VWR2615,2024-05-26,807,2.6,10,20
32153,CNT0712,5,VWR2571,2024-12-01,127,3.6,10,50
32154,CNT0847,1,VWR4332,2025-02-03,865,4.0,10,None
32155,CNT1308,4,VWR2554,2025-08-08,58,3.9,10,40
32156,CNT0136,1,VWR3800,2024-02-17,47,2.6,90,None
32157,CNT1039,4,VWR1170,2024-09-25,324,2.8,100,None
32158,CNT0945,3,VWR4150,2025-11-18,414,3.5,80,None
32159,CNT0019,4,VWR1606,2025-05-30,265,3.7,60,None
32160,CNT0741,3,VWR1094,2026-05-02,147,4.3,90,None
32161,CNT0266,5,VWR0800,2025-09-11,623,4.1,80,None
32162,CNT0306,3,VWR2224,2025-06-18,216,3.1,70,None
32163,CNT0990,4,VWR2468,2024-11-10,100,3.3,80,None
32164,CNT1438,4,VWR2889,2025-08-19,108,3.3,10,None
32165,CNT0026,4,VWR0679,2024-12-25,271,4.4,110,None
32166,CNT1466,2,VWR1146,2026-03-06,97,3.7,100,10
32167,CNT1207,2,VWR2518,2024-06-29,197,3.5,90,None
32168,CNT0250,5,VWR1521,2024-09-03,112,3.5,10,None
32169,CNT1046,4,VWR4651,2024-03-04,115,3.6,10,None
32170,CNT0659,4,VWR2137,2025-09-15,285,3.6,50,None
32171,CNT1375,4,VWR0291,2024-07-06,239,4.2,40,None
32172,CNT1369,5,VWR0001,2024-05-25,94,3.8,70,60
32173,CNT0880,1,VWR3751,2024-01-15,400,5.0,40,20
32174,CNT1260,3,VWR4084,2025-11-05,365,4.7,40,None
32175,CNT0325,1,VWR0363,2025-08-08,166,4.0,120,None
32176,CNT1177,2,VWR4836,2026-01-15,145,3.3,110,None
32177,CNT0090,2,VWR2215,2025-10-09,127,4.5,40,10
32178,CNT0099,4,VWR1376,2024-04-04,104,3.2,10,None
32179,CNT0377,1,VWR0785,2025-10-29,71,3.5,10,90
32180,CNT0101,3,VWR3603,2025-01-25,97,3.5,90,None
32181,CNT0019,2,VWR4324,2024-01-05,463,2.1,90,10
32182,CNT0408,1,VWR4247,2024-09-28,148,4.1,10,100
32183,CNT0393,3,VWR1573,2025-08-22,92,2.7,80,None
32184,CNT1269,2,VWR2865,2025-02-05,129,4.2,10,60
32185,CNT0323,5,VWR4768,2024-09-29,98,4.9,10,None
32186,CNT0285,1,VWR1305,2025-09-10,59,3.2,50,40
32187,CNT1456,5,VWR0137,2025-08-27,88,3.5,20,None
32188,CNT0277,4,VWR2554,2025-07-30,478,3.4,20,40
32189,CNT0882,3,VWR4971,2025-12-16,392,3.1,70,40
32190,CNT0722,4,VWR2619,2025-10-22,392,3.0,10,40
32191,CNT1209,3,VWR2466,2024-04-05,619,2.8,10,None
32192,CNT0420,3,VWR2620,2025-08-10,91,3.8,80,60
32193,CNT0449,2,VWR0956,2024-08-17,115,4.0,60,None
32194,CNT0819,1,VWR2764,2026-03-20,54,3.7,10,None
32195,CNT1372,5,VWR0835,2026-01-18,245,5.0,10,None
32196,CNT1213,1,VWR1873,2025-10-23,484,5.0,120,None
32197,CNT1100,3,VWR0989,2025-11-17,119,3.6,40,10
32198,CNT0152,1,VWR0217,2024-06-12,352,4.4,50,None
32199,CNT0793,5,VWR2222,2025-12-21,642,5.0,10,None
32200,CNT1318,5,VWR1148,2025-12-30,72,4.8,30,10
32201,CNT0255,1,VWR4286,2025-03-15,171,3.2,40,None
32202,CNT0498,1,VWR0790,2025-01-30,142,4.4,70,None
32203,CNT0036,2,VWR3505,2025-06-30,85,4.3,10,None
32204,CNT1322,1,VWR2798,2026-03-06,65,3.8,70,20
32205,CNT1016,5,VWR4709,2024-03-28,109,4.5,70,None
32206,CNT0628,3,VWR2102,2026-03-09,431,4.5,90,40
32207,CNT0518,2,VWR0682,2024-09-19,194,2.6,40,None
32208,CNT0406,3,VWR3921,2025-11-01,107,4.4,60,None
32209,CNT0323,1,VWR4787,2026-03-15,107,3.8,50,None
32210,CNT0412,5,VWR1367,2024-12-19,148,4.8,10,None
32211,CNT0205,2,VWR1237,2025-12-15,478,3.4,40,10
32212,CNT0893,5,VWR3350,2025-12-19,410,2.9,40,None
32213,CNT0741,1,VWR3135,2025-07-17,129,3.2,20,None
32214,CNT0738,4,VWR1249,2024-03-22,526,5.0,10,40
32215,CNT0722,1,VWR1518,2024-07-28,651,2.7,10,None
32216,CNT0497,4,VWR4432,2024-05-01,156,4.6,80,None
32217,CNT1338,4,VWR3482,2026-01-01,52,3.2,10,None
32218,CNT0198,2,VWR3299,2025-05-29,89,5.0,110,None
32219,CNT0644,4,VWR4439,2025-08-10,140,3.5,30,None
32220,CNT0523,5,VWR3120,2025-06-10,51,3.4,100,90
32221,CNT0908,1,VWR1899,2024-11-01,95,3.4,10,None
32222,CNT0017,5,VWR3537,2025-11-06,120,4.5,100,None
32223,CNT1188,1,VWR3152,2024-08-18,80,3.8,10,50
32224,CNT0378,5,VWR4642,2024-03-09,83,4.4,30,None
32225,CNT1498,3,VWR3851,2024-01-03,69,3.7,80,70
32226,CNT1184,4,VWR4383,2024-08-14,561,3.8,10,40
32227,CNT0705,1,VWR3546,2025-12-09,313,3.8,40,None
32228,CNT1414,3,VWR3931,2025-04-08,141,3.0,30,None
32229,CNT0899,3,VWR0927,2025-10-23,548,3.9,40,10
32230,CNT0117,1,VWR1266,2024-01-23,383,2.5,20,40
32231,CNT0486,1,VWR4759,2025-04-27,71,3.8,40,None
32232,CNT1460,1,VWR3751,2024-10-13,135,4.0,60,20
32233,CNT0695,3,VWR0463,2024-02-05,532,4.0,20,None
32234,CNT0230,4,VWR2043,2024-07-08,108,4.4,60,None
32235,CNT0650,5,VWR1112,2025-10-20,79,4.3,120,70
32236,CNT0288,3,VWR4980,2024-10-14,125,4.4,10,None
32237,CNT0199,5,VWR0226,2025-06-01,208,3.3,90,None
32238,CNT1036,4,VWR2354,2025-05-27,134,2.4,120,80
32239,CNT0673,1,VWR3154,2025-07-14,166,3.6,100,None
32240,CNT1422,1,VWR4249,2024-02-05,52,4.3,10,None
32241,CNT1253,1,VWR2833,2026-03-01,75,4.3,10,None
32242,CNT0273,2,VWR2795,2025-11-01,67,3.8,10,70
32243,CNT0979,3,VWR3713,2024-07-21,63,3.7,30,50
32244,CNT0563,5,VWR2566,2025-03-25,127,5.0,80,None
32245,CNT0051,4,VWR1696,2024-05-21,458,4.7,10,40
32246,CNT0563,2,VWR3259,2025-05-04,79,4.5,60,None
32247,CNT1119,3,VWR1641,2024-07-02,151,2.9,10,50
